feedback_id,date,canal,segment_client,region,produit_service,parcours_client,score,sentiment_attendu,theme_attendu,sous_theme,irritant,niveau_urgence,impact_business,est_bloquant,commentaire
EMBASSY-000024,2026-01-01,Email consulaire,Professionnel,Pays-Bas,Visa,Prise de rendez-vous,2,negative,Communication,procédure peu lisible,procédure peu lisible,Modérée,augmentation des relances et incompréhension des procédures,False,Aucune notification n’est envoyée pour expliquer l’avancement du dossier. Cette situation est remontée depuis Pays-Bas et touche surtout le parcours prise de rendez-vous.
EMBASSY-000025,2025-05-31,Accueil physique,Urgence voyage,France,Légalisation,Retrait document,1,negative,Accueil / Support usager,expérience stressante,expérience stressante,Modérée,expérience usager dégradée,True,aucun retour depuis des jours
EMBASSY-000026,2025-04-10,Email consulaire,Famille,Suisse,Visa,Prise de rendez-vous,2,negative,Communication,procédure peu lisible,procédure peu lisible,Faible,augmentation des relances et incompréhension des procédures,False,"Les informations sur le visa sont difficiles à comprendre et changent selon l’interlocuteur. Pour un profil famille, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000027,2025-07-28,Téléphone,Urgence voyage,Pays-Bas,Visa,Dépôt dossier,1,negative,Accueil / Support usager,expérience stressante,expérience stressante,Faible,expérience usager dégradée,False,"La situation est stressante car mon dossier concerne une urgence familiale. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-000028,2025-11-13,Avis citoyen,Étudiant,Pays-Bas,Acte consulaire,Retrait document,3,negative,Démarches administratives,délai traitement long,délai traitement long,Faible,perte de confiance citoyenne et saturation des demandes,False,nul
EMBASSY-000029,2025-08-15,Accueil physique,Étudiant,France,Passeport,Paiement,3,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Faible,perte de confiance citoyenne et saturation des demandes,False,pas normal
EMBASSY-000030,2025-08-14,Avis citoyen,Étudiant,Pays-Bas,Légalisation,Suivi dossier,2,negative,Démarches administratives,documents demandés contradictoires,documents demandés contradictoires,Faible,perte de confiance citoyenne et saturation des demandes,False,jai deja relancé 3 fois
EMBASSY-000031,2025-04-25,Avis citoyen,Étudiant,Pays-Bas,Visa,Dépôt dossier,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"merci au support cette fois, problème réglé rapidement"
EMBASSY-000032,2025-07-17,Téléphone,Diaspora,Belgique,Passeport,Dépôt dossier,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"super expérience, rien à signaler"
EMBASSY-000033,2025-07-24,Téléphone,Urgence voyage,France,Rendez-vous,Paiement,2,negative,Accueil / Support usager,répétition dossier,répétition dossier,Faible,expérience usager dégradée,False,bof
EMBASSY-000034,2025-04-14,Téléphone,Urgence voyage,France,Passeport,Retrait document,3,negative,Communication,procédure peu lisible,procédure peu lisible,Faible,augmentation des relances et incompréhension des procédures,False,"Les informations sur le visa sont difficiles à comprendre et changent selon l’interlocuteur. Le cas concerne le segment urgence voyage, sur le parcours retrait document, avec un impact direct sur passeport."
EMBASSY-000035,2025-09-12,Email consulaire,Urgence voyage,Luxembourg,Visa,Suivi dossier,1,negative,Démarches administratives,procédure passeport confuse,procédure passeport confuse,Faible,perte de confiance citoyenne et saturation des demandes,False,La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Cette situation est remontée depuis Luxembourg et touche surtout le parcours suivi dossier.
EMBASSY-000036,2025-08-02,Accueil physique,Diaspora,Belgique,Rendez-vous,Dépôt dossier,1,negative,Communication,téléphone injoignable,téléphone injoignable,Faible,augmentation des relances et incompréhension des procédures,False,J’ai envoyé plusieurs emails mais je n’ai pas reçu de réponse claire. Cette situation est remontée depuis Belgique et touche surtout le parcours dépôt dossier.
EMBASSY-000037,2026-01-16,Téléphone,Diaspora,Suisse,Visa,Prise de rendez-vous,1,negative,Accueil / Support usager,orientation insuffisante,orientation insuffisante,Faible,expérience usager dégradée,False,On m’a demandé de revenir avec un document qui n’était pas mentionné avant. Cela peut pousser un client à ne pas revenir.
EMBASSY-000038,2025-07-13,Avis citoyen,Famille,Pays-Bas,Acte consulaire,Suivi dossier,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"Le service a été rapide, clair et la personne en charge m’a donné une réponse utile."
EMBASSY-000039,2025-07-19,Accueil physique,Professionnel,Pays-Bas,Rendez-vous,Dépôt dossier,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,Le problème a été résolu rapidement après mon contact avec le support.
EMBASSY-000040,2025-08-18,Accueil physique,Urgence voyage,Luxembourg,Rendez-vous,Paiement,2,negative,Communication,téléphone injoignable,téléphone injoignable,Faible,augmentation des relances et incompréhension des procédures,False,"Les informations sur le visa sont difficiles à comprendre et changent selon l’interlocuteur. Le cas concerne le segment urgence voyage, sur le parcours paiement, avec un impact direct sur rendez-vous."
EMBASSY-000041,2025-09-10,Formulaire de contact,Diaspora,Pays-Bas,Légalisation,Suivi dossier,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
EMBASSY-000042,2025-02-11,Accueil physique,Diaspora,France,Passeport,Prise de rendez-vous,1,negative,Communication,information visa confuse,information visa confuse,Faible,augmentation des relances et incompréhension des procédures,False,J’ai envoyé plusieurs emails mais je n’ai pas reçu de réponse claire. Cette situation est remontée depuis France et touche surtout le parcours prise de rendez-vous.
EMBASSY-000043,2025-08-13,Accueil physique,Diaspora,Luxembourg,Passeport,Paiement,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,Le problème a été résolu rapidement après mon contact avec le support.
EMBASSY-000044,2025-03-18,Email consulaire,Professionnel,France,Acte consulaire,Suivi dossier,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
EMBASSY-000045,2025-09-02,Email consulaire,Diaspora,Belgique,Visa,Retrait document,1,negative,Accueil / Support usager,manque de suivi personnalisé,manque de suivi personnalisé,Faible,expérience usager dégradée,False,"L’accueil est poli, mais personne ne peut me donner un délai précis. Pour un profil diaspora, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000046,2025-09-12,Formulaire de contact,Famille,Pays-Bas,Légalisation,Retrait document,2,negative,Démarches administratives,rendez-vous indisponible,rendez-vous indisponible,Faible,perte de confiance citoyenne et saturation des demandes,False,"La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Pour un profil famille, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000047,2025-11-29,Téléphone,Urgence voyage,Luxembourg,Visa,Suivi dossier,1,negative,Accueil / Support usager,expérience stressante,expérience stressante,Faible,expérience usager dégradée,False,"La situation est stressante car mon dossier concerne une urgence familiale. Pour un profil urgence voyage, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000048,2025-10-30,Avis citoyen,Famille,Pays-Bas,Rendez-vous,Suivi dossier,1,negative,Digitalisation / Suivi en ligne,suivi dossier impossible,suivi dossier impossible,Faible,opportunité de modernisation du service public,False,"Après avoir rempli le formulaire, je ne reçois pas de confirmation claire avec un numéro de suivi. Le cas concerne le segment famille, sur le parcours suivi dossier, avec un impact direct sur rendez-vous."
EMBASSY-000049,2025-12-29,Avis citoyen,Étudiant,Pays-Bas,Visa,Paiement,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
EMBASSY-000050,2025-05-17,Avis citoyen,Professionnel,Suisse,Rendez-vous,Retrait document,2,negative,Communication,emails sans réponse,emails sans réponse,Faible,augmentation des relances et incompréhension des procédures,False,J’ai envoyé plusieurs emails mais je n’ai pas reçu de réponse claire. Cette situation est remontée depuis Suisse et touche surtout le parcours retrait document.
EMBASSY-000051,2026-02-09,Téléphone,Famille,Pays-Bas,Rendez-vous,Prise de rendez-vous,1,negative,Communication,procédure peu lisible,procédure peu lisible,Modérée,augmentation des relances et incompréhension des procédures,False,"Aucune notification n’est envoyée pour expliquer l’avancement du dossier. Le cas concerne le segment famille, sur le parcours prise de rendez-vous, avec un impact direct sur rendez-vous."
EMBASSY-000052,2025-05-14,Email consulaire,Famille,France,Légalisation,Prise de rendez-vous,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"Le service a été rapide, clair et la personne en charge m’a donné une réponse utile."
EMBASSY-000053,2025-11-21,Avis citoyen,Urgence voyage,Belgique,Visa,Prise de rendez-vous,2,negative,Paiement / Frais consulaires,reçu manquant,reçu manquant,Faible,friction administrative et manque de transparence,False,"Les modes de paiement disponibles ne sont pas assez pratiques. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-000054,2026-02-13,Email consulaire,Diaspora,Pays-Bas,Passeport,Paiement,3,negative,Paiement / Frais consulaires,frais peu expliqués,frais peu expliqués,Faible,friction administrative et manque de transparence,False,"Je ne comprends pas pourquoi un paiement supplémentaire est demandé. Pour un profil diaspora, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000055,2025-07-31,Avis citoyen,Diaspora,Suisse,Visa,Prise de rendez-vous,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,J’ai apprécié la clarté des informations et le professionnalisme de l’équipe.
EMBASSY-000056,2025-07-03,Email consulaire,Diaspora,Belgique,Visa,Retrait document,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
EMBASSY-000057,2026-02-24,Téléphone,Urgence voyage,France,Légalisation,Dépôt dossier,2,negative,Communication,téléphone injoignable,téléphone injoignable,Faible,augmentation des relances et incompréhension des procédures,False,Le téléphone sonne longtemps sans réponse. Cette situation est remontée depuis France et touche surtout le parcours dépôt dossier.
EMBASSY-000058,2025-06-11,Téléphone,Professionnel,Luxembourg,Légalisation,Retrait document,3,negative,Digitalisation / Suivi en ligne,absence espace usager,absence espace usager,Faible,opportunité de modernisation du service public,False,"Un espace en ligne pour suivre l’état du dossier éviterait beaucoup de relances. Le cas concerne le segment professionnel, sur le parcours retrait document, avec un impact direct sur légalisation."
EMBASSY-000059,2025-08-14,Avis citoyen,Étudiant,Belgique,Rendez-vous,Suivi dossier,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
EMBASSY-000060,2025-11-07,Accueil physique,Urgence voyage,Luxembourg,Acte consulaire,Retrait document,1,negative,Paiement / Frais consulaires,paiement supplémentaire,paiement supplémentaire,Faible,friction administrative et manque de transparence,False,service catastrophique
EMBASSY-000061,2025-02-04,Formulaire de contact,Urgence voyage,Suisse,Acte consulaire,Suivi dossier,1,negative,Paiement / Frais consulaires,mode paiement limité,mode paiement limité,Faible,friction administrative et manque de transparence,False,"Je ne comprends pas pourquoi un paiement supplémentaire est demandé. Le cas concerne le segment urgence voyage, sur le parcours suivi dossier, avec un impact direct sur acte consulaire."
EMBASSY-000062,2025-01-24,Accueil physique,Étudiant,France,Acte consulaire,Suivi dossier,1,negative,Démarches administratives,délai traitement long,délai traitement long,Élevée,perte de confiance citoyenne et saturation des demandes,False,"Mon dossier est complet, mais je n’ai reçu aucun suivi depuis plusieurs semaines. Le cas concerne le segment étudiant, sur le parcours suivi dossier, avec un impact direct sur acte consulaire."
EMBASSY-000063,2025-09-20,Avis citoyen,Professionnel,Suisse,Acte consulaire,Suivi dossier,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"Le service a été rapide, clair et la personne en charge m’a donné une réponse utile."
EMBASSY-000064,2025-08-15,Accueil physique,Professionnel,Luxembourg,Passeport,Prise de rendez-vous,1,negative,Accueil / Support usager,répétition dossier,répétition dossier,Faible,expérience usager dégradée,False,"L’accueil est poli, mais personne ne peut me donner un délai précis. Cela peut pousser un client à ne pas revenir."
EMBASSY-000065,2025-08-17,Avis citoyen,Urgence voyage,Luxembourg,Passeport,Retrait document,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"Le service a été rapide, clair et la personne en charge m’a donné une réponse utile."
EMBASSY-000066,2025-01-01,Avis citoyen,Professionnel,Pays-Bas,Rendez-vous,Suivi dossier,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,toujours rien reçu
EMBASSY-000067,2025-07-19,Accueil physique,Diaspora,France,Légalisation,Suivi dossier,2,negative,Accueil / Support usager,expérience stressante,expérience stressante,Faible,expérience usager dégradée,False,"La situation est stressante car mon dossier concerne une urgence familiale. Pour un profil diaspora, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000068,2025-10-10,Téléphone,Diaspora,Pays-Bas,Rendez-vous,Paiement,3,negative,Accueil / Support usager,expérience stressante,expérience stressante,Faible,expérience usager dégradée,False,toujours rien reçu
EMBASSY-000069,2025-11-17,Email consulaire,Urgence voyage,Belgique,Légalisation,Dépôt dossier,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,J’ai apprécié la clarté des informations et le professionnalisme de l’équipe.
EMBASSY-000070,2025-11-29,Email consulaire,Professionnel,Pays-Bas,Acte consulaire,Suivi dossier,2,negative,Communication,procédure peu lisible,procédure peu lisible,Faible,augmentation des relances et incompréhension des procédures,False,toujours rien...
EMBASSY-000071,2026-01-02,Email consulaire,Étudiant,Belgique,Rendez-vous,Prise de rendez-vous,1,negative,Communication,téléphone injoignable,téléphone injoignable,Modérée,augmentation des relances et incompréhension des procédures,False,"Aucune notification n’est envoyée pour expliquer l’avancement du dossier. Pour un profil étudiant, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000072,2025-08-16,Formulaire de contact,Professionnel,Luxembourg,Visa,Prise de rendez-vous,1,negative,Accueil / Support usager,orientation insuffisante,orientation insuffisante,Faible,expérience usager dégradée,False,"L’accueil est poli, mais personne ne peut me donner un délai précis. Pour un profil professionnel, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000073,2025-09-10,Accueil physique,Diaspora,Belgique,Légalisation,Suivi dossier,1,negative,Digitalisation / Suivi en ligne,suivi dossier impossible,suivi dossier impossible,Faible,opportunité de modernisation du service public,False,ça bug encore
EMBASSY-000074,2025-08-27,Téléphone,Urgence voyage,Pays-Bas,Passeport,Prise de rendez-vous,1,negative,Communication,emails sans réponse,emails sans réponse,Modérée,augmentation des relances et incompréhension des procédures,False,"Aucune notification n’est envoyée pour expliquer l’avancement du dossier. Le cas concerne le segment urgence voyage, sur le parcours prise de rendez-vous, avec un impact direct sur passeport."
EMBASSY-000075,2025-09-02,Avis citoyen,Étudiant,Belgique,Légalisation,Prise de rendez-vous,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,très long
EMBASSY-000076,2025-10-03,Avis citoyen,Étudiant,Suisse,Acte consulaire,Paiement,2,negative,Démarches administratives,procédure passeport confuse,procédure passeport confuse,Faible,perte de confiance citoyenne et saturation des demandes,False,pas normal
EMBASSY-000077,2025-10-12,Formulaire de contact,Étudiant,Belgique,Légalisation,Suivi dossier,1,negative,Accueil / Support usager,absence de délai,absence de délai,Faible,expérience usager dégradée,False,Je dois répéter ma situation à chaque contact. Cela donne l’impression que le suivi n’est pas maîtrisé.
EMBASSY-000078,2025-11-22,Email consulaire,Urgence voyage,Suisse,Visa,Paiement,1,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Élevée,perte de confiance citoyenne et saturation des demandes,False,"Mon dossier est complet, mais je n’ai reçu aucun suivi depuis plusieurs semaines. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
EMBASSY-000079,2025-09-09,Formulaire de contact,Professionnel,Suisse,Passeport,Paiement,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
EMBASSY-000080,2025-02-15,Formulaire de contact,Diaspora,Pays-Bas,Visa,Prise de rendez-vous,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
EMBASSY-000081,2025-11-04,Formulaire de contact,Diaspora,Luxembourg,Passeport,Paiement,3,negative,Digitalisation / Suivi en ligne,manque de confirmation automatique,manque de confirmation automatique,Faible,opportunité de modernisation du service public,False,"Il serait utile de pouvoir téléverser les documents avant le rendez-vous. Pour un profil diaspora, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000082,2026-01-21,Email consulaire,Famille,Belgique,Rendez-vous,Paiement,1,negative,Communication,téléphone injoignable,téléphone injoignable,Faible,augmentation des relances et incompréhension des procédures,False,jattend depuis 2 semaine
EMBASSY-000083,2025-06-25,Formulaire de contact,Professionnel,Belgique,Visa,Suivi dossier,1,negative,Démarches administratives,dossier sans suivi,dossier sans suivi,Faible,perte de confiance citoyenne et saturation des demandes,False,"Je n’arrive pas à obtenir un rendez-vous pour le renouvellement de mon passeport. Pour un profil professionnel, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000084,2025-09-15,Téléphone,Famille,Suisse,Visa,Paiement,3,negative,Démarches administratives,procédure passeport confuse,procédure passeport confuse,Faible,perte de confiance citoyenne et saturation des demandes,False,trop lent franchement
EMBASSY-000085,2026-02-06,Accueil physique,Urgence voyage,Suisse,Visa,Prise de rendez-vous,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
EMBASSY-000086,2025-09-11,Téléphone,Étudiant,Belgique,Visa,Retrait document,1,negative,Démarches administratives,délai traitement long,délai traitement long,Élevée,perte de confiance citoyenne et saturation des demandes,False,"Mon dossier est complet, mais je n’ai reçu aucun suivi depuis plusieurs semaines. Cette situation est remontée depuis Belgique et touche surtout le parcours retrait document."
EMBASSY-000087,2025-07-14,Email consulaire,Famille,Pays-Bas,Passeport,Dépôt dossier,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,réponse rapide et claire
EMBASSY-000088,2025-05-25,Formulaire de contact,Diaspora,France,Rendez-vous,Retrait document,2,negative,Communication,absence de notification,absence de notification,Faible,augmentation des relances et incompréhension des procédures,False,nul
EMBASSY-000089,2025-08-02,Email consulaire,Étudiant,Pays-Bas,Passeport,Retrait document,2,negative,Démarches administratives,délai traitement long,délai traitement long,Modérée,perte de confiance citoyenne et saturation des demandes,False,La procédure indiquée sur le site ne correspond pas aux documents demandés sur place. Cela a créé une perte de confiance.
EMBASSY-000090,2026-01-06,Formulaire de contact,Étudiant,France,Passeport,Suivi dossier,3,negative,Paiement / Frais consulaires,frais peu expliqués,frais peu expliqués,Faible,friction administrative et manque de transparence,False,"Je ne comprends pas pourquoi un paiement supplémentaire est demandé. Pour un profil étudiant, ce niveau de friction réduit fortement la confiance dans le service."
EMBASSY-000091,2025-09-09,Formulaire de contact,Famille,Suisse,Passeport,Paiement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,très long
EMBASSY-000092,2025-11-20,Avis citoyen,Famille,France,Légalisation,Retrait document,2,negative,Démarches administratives,documents demandés contradictoires,documents demandés contradictoires,Faible,perte de confiance citoyenne et saturation des demandes,False,bloqué depuis hier
EMBASSY-000093,2025-08-22,Accueil physique,Professionnel,Pays-Bas,Passeport,Prise de rendez-vous,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,L’expérience s’est bien passée. Les informations étaient compréhensibles et le suivi était correct.
EMBASSY-000094,2025-07-19,Accueil physique,Urgence voyage,Pays-Bas,Rendez-vous,Paiement,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,L’expérience s’est bien passée. Les informations étaient compréhensibles et le suivi était correct.
EMBASSY-000095,2025-05-17,Téléphone,Famille,Belgique,Légalisation,Suivi dossier,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
EMBASSY-000096,2026-01-06,Avis citoyen,Étudiant,Pays-Bas,Légalisation,Suivi dossier,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
EMBASSY-000097,2025-08-08,Accueil physique,Urgence voyage,France,Passeport,Paiement,1,negative,Démarches administratives,procédure passeport confuse,procédure passeport confuse,Élevée,perte de confiance citoyenne et saturation des demandes,True,"Le délai de traitement bloque mon voyage alors que la situation est urgente. Le cas concerne le segment urgence voyage, sur le parcours paiement, avec un impact direct sur passeport."
EMBASSY-000098,2025-06-15,Email consulaire,Diaspora,Suisse,Acte consulaire,Retrait document,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,Le problème a été résolu rapidement après mon contact avec le support.
EMBASSY-000099,2026-02-11,Formulaire de contact,Étudiant,Belgique,Acte consulaire,Dépôt dossier,3,negative,Communication,téléphone injoignable,téléphone injoignable,Faible,augmentation des relances et incompréhension des procédures,False,Les informations sur le visa sont difficiles à comprendre et changent selon l’interlocuteur. Cette situation est remontée depuis Belgique et touche surtout le parcours dépôt dossier.
