feedback_id,date,canal,segment_client,region,produit_service,parcours_client,score,sentiment_attendu,theme_attendu,sous_theme,irritant,niveau_urgence,impact_business,est_bloquant,commentaire
SAAS-000015,2025-01-31,Feedback onboarding,PME,Afrique francophone,Module onboarding,Renouvellement,3,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Faible,perte de confiance dans la donnée produit,False,L’API retourne parfois des erreurs sans message clair. Cette situation est remontée depuis Afrique francophone et touche surtout le parcours renouvellement.
SAAS-000016,2025-10-21,Email client,Équipe support,Afrique francophone,Dashboard analytics,Support,2,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,"Les nouveaux utilisateurs se perdent dans l’interface dès la première connexion. Le cas concerne le segment équipe support, sur le parcours support, avec un impact direct sur dashboard analytics."
SAAS-000017,2025-03-12,Feedback onboarding,PME,Suisse,Gestion utilisateurs,Configuration,3,negative,Facturation / Pricing,options avancées mal expliquées,options avancées mal expliquées,Faible,frein au renouvellement et à l’expansion,False,"La tarification est difficile à comprendre pour les options avancées. Pour un profil pme, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000018,2025-05-10,Enquête NPS,PME,Suisse,Dashboard analytics,Support,3,negative,Onboarding / Usage,manque d’accompagnement,manque d’accompagnement,Faible,risque de non-adoption et churn précoce,False,personne répond
SAAS-000019,2025-11-05,Chat produit,PME,Canada,Dashboard analytics,Usage quotidien,1,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Modérée,perte de confiance dans la donnée produit,False,tjr aucun suivi
SAAS-000020,2025-09-03,Enquête NPS,Startup,France,Gestion utilisateurs,Renouvellement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
SAAS-000021,2025-06-17,Email client,Équipe produit,Belgique,API,Support,1,negative,Communication,statut incident peu visible,statut incident peu visible,Faible,manque de prévisibilité pour les clients B2B,False,c’est pas clair du tout
SAAS-000022,2025-03-14,Chat produit,Startup,Afrique francophone,API,Renouvellement,2,negative,Onboarding / Usage,manque d’accompagnement,manque d’accompagnement,Faible,risque de non-adoption et churn précoce,False,jattend toujours
SAAS-000023,2025-02-19,Enquête NPS,PME,Belgique,Module onboarding,Support,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
SAAS-000024,2025-05-15,Ticket support,Équipe produit,Suisse,Export reporting,Configuration,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Le service fonctionne, mais certaines étapes pourraient être mieux expliquées."
SAAS-000025,2025-09-21,Chat produit,PME,Afrique francophone,API,Usage quotidien,3,negative,Onboarding / Usage,configuration complexe,configuration complexe,Faible,risque de non-adoption et churn précoce,False,"La configuration initiale demande trop d’allers-retours avec le support. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-000026,2025-04-15,Enquête NPS,Startup,Canada,Gestion utilisateurs,Renouvellement,3,negative,Onboarding / Usage,première valeur trop tardive,première valeur trop tardive,Faible,risque de non-adoption et churn précoce,False,La configuration initiale demande trop d’allers-retours avec le support. Cette situation est remontée depuis Canada et touche surtout le parcours renouvellement.
SAAS-000027,2025-06-08,Chat produit,Équipe support,Afrique francophone,Export reporting,Configuration,1,negative,Produit / Qualité,bug bloquant,bug bloquant,Faible,perte de confiance dans la donnée produit,False,"Certaines métriques changent sans explication entre deux connexions. Le cas concerne le segment équipe support, sur le parcours configuration, avec un impact direct sur export reporting."
SAAS-000028,2025-06-25,Feedback onboarding,Équipe produit,Belgique,Gestion utilisateurs,Configuration,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,réponse rapide et claire
SAAS-000029,2025-05-03,Feedback onboarding,Grand compte,France,Export reporting,Support,1,negative,Communication,release note absente,release note absente,Modérée,manque de prévisibilité pour les clients B2B,True,support impossible
SAAS-000030,2026-01-17,Ticket support,Startup,Afrique francophone,Export reporting,Renouvellement,1,negative,Onboarding / Usage,configuration complexe,configuration complexe,Faible,risque de non-adoption et churn précoce,False,toujours rien reçu
SAAS-000031,2025-06-16,Feedback onboarding,Grand compte,France,Gestion utilisateurs,Activation,4,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,L’expérience s’est bien passée. Les informations étaient compréhensibles et le suivi était correct.
SAAS-000032,2025-12-04,Email client,Équipe produit,Afrique francophone,API,Support,2,negative,Communication,statut incident peu visible,statut incident peu visible,Faible,manque de prévisibilité pour les clients B2B,False,ça devient pénible
SAAS-000033,2025-08-06,Enquête NPS,PME,Afrique francophone,API,Renouvellement,1,negative,Produit / Qualité,lenteur dashboard,lenteur dashboard,Faible,perte de confiance dans la donnée produit,False,"Le tableau de bord met trop de temps à charger dès que le volume de données augmente. Le cas concerne le segment pme, sur le parcours renouvellement, avec un impact direct sur api."
SAAS-000034,2025-05-15,Chat produit,Équipe support,Canada,Export reporting,Configuration,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
SAAS-000035,2025-12-23,Chat produit,Équipe support,Afrique francophone,Dashboard analytics,Activation,1,negative,Produit / Qualité,lenteur dashboard,lenteur dashboard,Faible,perte de confiance dans la donnée produit,False,bloqué depuis hier
SAAS-000036,2025-12-15,Enquête NPS,Équipe support,France,Module onboarding,Usage quotidien,3,negative,Produit / Qualité,bug bloquant,bug bloquant,Faible,perte de confiance dans la donnée produit,False,"Certaines métriques changent sans explication entre deux connexions. Pour un profil équipe support, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000037,2025-01-09,Chat produit,Équipe produit,Suisse,API,Usage quotidien,3,negative,Produit / Qualité,bug bloquant,bug bloquant,Faible,perte de confiance dans la donnée produit,False,très long
SAAS-000038,2025-06-12,Ticket support,Grand compte,Suisse,API,Support,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas normal
SAAS-000039,2025-01-18,Chat produit,Grand compte,Suisse,Gestion utilisateurs,Support,3,negative,Produit / Qualité,perte de données,perte de données,Faible,perte de confiance dans la donnée produit,False,Le tableau de bord met trop de temps à charger dès que le volume de données augmente. Cela donne l’impression que le suivi n’est pas maîtrisé.
SAAS-000040,2025-09-08,Enquête NPS,Grand compte,Belgique,Module onboarding,Usage quotidien,2,negative,Facturation / Pricing,renouvellement mal anticipé,renouvellement mal anticipé,Faible,frein au renouvellement et à l’expansion,False,"Le coût par utilisateur devient difficile à anticiper quand plusieurs équipes rejoignent la plateforme. Pour un profil grand compte, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000041,2025-11-18,Enquête NPS,Grand compte,France,Module onboarding,Support,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,je comprends pas
SAAS-000042,2025-02-01,Feedback onboarding,Grand compte,Belgique,Module onboarding,Configuration,2,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,Les nouveaux utilisateurs se perdent dans l’interface dès la première connexion. Cette situation est remontée depuis Belgique et touche surtout le parcours configuration.
SAAS-000043,2025-06-14,Email client,PME,Belgique,API,Activation,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,merci au support
SAAS-000044,2025-05-20,Enquête NPS,Équipe support,France,Gestion utilisateurs,Renouvellement,2,negative,Communication,documentation confuse,documentation confuse,Faible,manque de prévisibilité pour les clients B2B,False,Les changements de fonctionnalités ne sont pas suffisamment annoncés. Cette situation est remontée depuis France et touche surtout le parcours renouvellement.
SAAS-000045,2025-04-19,Chat produit,Grand compte,France,Module onboarding,Configuration,1,negative,Communication,changement non annoncé,changement non annoncé,Faible,manque de prévisibilité pour les clients B2B,False,La roadmap manque de clarté.
SAAS-000046,2025-12-29,Enquête NPS,Startup,France,Module onboarding,Renouvellement,2,negative,Support client,absence de délai,absence de délai,Faible,risque contractuel et insatisfaction compte clé,False,"Le suivi du ticket manque de clarté. Personne ne donne de délai. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-000047,2025-10-13,Feedback onboarding,Équipe produit,Suisse,API,Usage quotidien,2,negative,Communication,manque de roadmap,manque de roadmap,Faible,manque de prévisibilité pour les clients B2B,False,"Lorsqu’un incident est en cours, le statut n’est pas assez visible. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-000048,2025-02-28,Ticket support,PME,France,Export reporting,Activation,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
SAAS-000049,2025-11-22,Feedback onboarding,PME,Canada,API,Usage quotidien,1,negative,Support client,absence de délai,absence de délai,Élevée,risque contractuel et insatisfaction compte clé,True,Le support répond trop tard pour un incident bloquant en production. Cette situation est remontée depuis Canada et touche surtout le parcours usage quotidien.
SAAS-000050,2025-05-13,Email client,PME,Afrique francophone,Export reporting,Usage quotidien,2,negative,Onboarding / Usage,configuration complexe,configuration complexe,Faible,risque de non-adoption et churn précoce,False,"La configuration initiale demande trop d’allers-retours avec le support. Le cas concerne le segment pme, sur le parcours usage quotidien, avec un impact direct sur export reporting."
SAAS-000051,2026-02-06,Chat produit,Startup,France,API,Activation,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"bof, ça marche mais ce n’est pas très clair"
SAAS-000052,2025-05-31,Ticket support,Grand compte,Belgique,Dashboard analytics,Activation,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,L’expérience s’est bien passée. Les informations étaient compréhensibles et le suivi était correct.
SAAS-000053,2025-10-14,Ticket support,PME,France,Export reporting,Renouvellement,2,negative,Communication,release note absente,release note absente,Faible,manque de prévisibilité pour les clients B2B,False,"Lorsqu’un incident est en cours, le statut n’est pas assez visible. Pour un profil pme, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000054,2026-01-20,Feedback onboarding,Équipe produit,France,Export reporting,Usage quotidien,2,negative,Produit / Qualité,bug bloquant,bug bloquant,Faible,perte de confiance dans la donnée produit,False,"Certaines métriques changent sans explication entre deux connexions. Pour un profil équipe produit, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000055,2025-11-29,Chat produit,Startup,Canada,Dashboard analytics,Renouvellement,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"à revoir, surtout les explications"
SAAS-000056,2025-03-12,Feedback onboarding,Grand compte,Belgique,Gestion utilisateurs,Configuration,1,negative,Produit / Qualité,lenteur dashboard,lenteur dashboard,Faible,perte de confiance dans la donnée produit,False,on m’a dit d’attendre mais rien bouge
SAAS-000057,2025-06-23,Chat produit,Startup,Belgique,Gestion utilisateurs,Configuration,1,negative,Onboarding / Usage,première valeur trop tardive,première valeur trop tardive,Faible,risque de non-adoption et churn précoce,False,La configuration initiale demande trop d’allers-retours avec le support. Cette situation est remontée depuis Belgique et touche surtout le parcours configuration.
SAAS-000058,2025-05-05,Ticket support,Grand compte,Canada,Dashboard analytics,Renouvellement,1,negative,Onboarding / Usage,configuration complexe,configuration complexe,Faible,risque de non-adoption et churn précoce,False,"L’onboarding est trop long. Notre équipe n’a pas compris quelles étapes étaient indispensables. Pour un profil grand compte, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000059,2025-11-22,Chat produit,Équipe produit,France,Export reporting,Support,1,negative,Produit / Qualité,perte de données,perte de données,Modérée,perte de confiance dans la donnée produit,False,toujours aucun remboursement
SAAS-000060,2025-03-14,Email client,Startup,Suisse,Dashboard analytics,Usage quotidien,1,negative,Produit / Qualité,export instable,export instable,Modérée,perte de confiance dans la donnée produit,False,retard encore
SAAS-000061,2025-11-01,Feedback onboarding,PME,France,API,Activation,2,negative,Support client,absence de délai,absence de délai,Faible,risque contractuel et insatisfaction compte clé,False,"Nous avons reçu une réponse générique alors que le ticket contenait des captures et des logs détaillés. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-000062,2026-01-18,Enquête NPS,Grand compte,Suisse,Export reporting,Usage quotidien,2,negative,Communication,changement non annoncé,changement non annoncé,Faible,manque de prévisibilité pour les clients B2B,False,trop lent franchement
SAAS-000063,2025-05-05,Feedback onboarding,Équipe produit,France,API,Activation,3,negative,Support client,support lent,support lent,Faible,risque contractuel et insatisfaction compte clé,False,L’escalade vers une personne technique prend trop de temps. Cela a augmenté le stress autour de la démarche.
SAAS-000064,2025-12-13,Chat produit,Équipe support,Afrique francophone,API,Activation,2,negative,Facturation / Pricing,facture détaillée insuffisante,facture détaillée insuffisante,Faible,frein au renouvellement et à l’expansion,False,La tarification est difficile à comprendre pour les options avancées. Cette situation est remontée depuis Afrique francophone et touche surtout le parcours activation.
SAAS-000065,2025-05-06,Chat produit,Grand compte,Belgique,Export reporting,Support,1,negative,Onboarding / Usage,parcours confus,parcours confus,Faible,risque de non-adoption et churn précoce,False,"La configuration initiale demande trop d’allers-retours avec le support. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-000066,2025-05-07,Feedback onboarding,Équipe produit,Canada,Export reporting,Configuration,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"bof, ça marche mais ce n’est pas très clair"
SAAS-000067,2025-07-08,Enquête NPS,Équipe produit,Suisse,Gestion utilisateurs,Configuration,2,negative,Onboarding / Usage,manque d’accompagnement,manque d’accompagnement,Faible,risque de non-adoption et churn précoce,False,"Les nouveaux utilisateurs se perdent dans l’interface dès la première connexion. Le cas concerne le segment équipe produit, sur le parcours configuration, avec un impact direct sur gestion utilisateurs."
SAAS-000068,2025-06-14,Chat produit,Grand compte,Belgique,Export reporting,Usage quotidien,2,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,"Les nouveaux utilisateurs se perdent dans l’interface dès la première connexion. Pour un profil grand compte, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000069,2025-06-13,Ticket support,Équipe support,Canada,Export reporting,Activation,2,negative,Produit / Qualité,bug bloquant,bug bloquant,Faible,perte de confiance dans la donnée produit,False,"Certaines métriques changent sans explication entre deux connexions. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-000070,2025-01-07,Ticket support,Startup,Suisse,Gestion utilisateurs,Activation,1,negative,Facturation / Pricing,renouvellement mal anticipé,renouvellement mal anticipé,Faible,frein au renouvellement et à l’expansion,False,Le coût par utilisateur devient difficile à anticiper quand plusieurs équipes rejoignent la plateforme. Cela m’a obligé à relancer plusieurs fois.
SAAS-000071,2025-06-27,Email client,PME,France,Dashboard analytics,Usage quotidien,1,negative,Facturation / Pricing,coût utilisateur imprévisible,coût utilisateur imprévisible,Faible,frein au renouvellement et à l’expansion,False,"La facture mensuelle ne détaille pas assez les modules activés. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-000072,2025-05-08,Ticket support,Équipe produit,Afrique francophone,Dashboard analytics,Renouvellement,2,negative,Facturation / Pricing,renouvellement mal anticipé,renouvellement mal anticipé,Faible,frein au renouvellement et à l’expansion,False,ça bug encore
SAAS-000073,2025-04-19,Email client,Équipe produit,Belgique,Dashboard analytics,Renouvellement,2,negative,Onboarding / Usage,parcours confus,parcours confus,Faible,risque de non-adoption et churn précoce,False,Nous ne savons pas quoi faire après la création du compte. Cela a augmenté le stress autour de la démarche.
SAAS-000074,2025-10-15,Feedback onboarding,Équipe produit,France,Export reporting,Configuration,3,negative,Onboarding / Usage,première valeur trop tardive,première valeur trop tardive,Faible,risque de non-adoption et churn précoce,False,trop lent franchement
SAAS-000075,2025-06-07,Feedback onboarding,Startup,Belgique,Module onboarding,Configuration,4,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"La procédure est faisable, mais elle demande beaucoup d’attention pour éviter une erreur."
SAAS-000076,2025-09-05,Ticket support,Grand compte,Belgique,Dashboard analytics,Usage quotidien,2,negative,Produit / Qualité,lenteur dashboard,lenteur dashboard,Faible,perte de confiance dans la donnée produit,False,ça bug encore
SAAS-000077,2025-05-01,Enquête NPS,Équipe produit,Canada,API,Renouvellement,1,negative,Produit / Qualité,perte de données,perte de données,Faible,perte de confiance dans la donnée produit,False,"L’API retourne parfois des erreurs sans message clair. Le cas concerne le segment équipe produit, sur le parcours renouvellement, avec un impact direct sur api."
SAAS-000078,2025-12-14,Feedback onboarding,Startup,Belgique,Dashboard analytics,Usage quotidien,1,negative,Produit / Qualité,export instable,export instable,Modérée,perte de confiance dans la donnée produit,True,"Un bug bloque l’export des données au moment où nous devons préparer notre reporting mensuel. Pour un profil startup, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000079,2025-06-01,Chat produit,Équipe support,Canada,Module onboarding,Usage quotidien,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
SAAS-000080,2025-05-02,Enquête NPS,Équipe support,France,Export reporting,Renouvellement,3,negative,Communication,documentation confuse,documentation confuse,Faible,manque de prévisibilité pour les clients B2B,False,"Les changements de fonctionnalités ne sont pas suffisamment annoncés. Pour un profil équipe support, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000081,2025-04-29,Email client,PME,France,Module onboarding,Support,3,negative,Onboarding / Usage,configuration complexe,configuration complexe,Faible,risque de non-adoption et churn précoce,False,toujours le même problème
SAAS-000082,2025-05-20,Email client,PME,Belgique,API,Renouvellement,2,negative,Support client,ticket sans suivi,ticket sans suivi,Faible,risque contractuel et insatisfaction compte clé,False,Nous avons reçu une réponse générique alors que le ticket contenait des captures et des logs détaillés. Cela donne l’impression que le suivi n’est pas maîtrisé.
SAAS-000083,2025-09-03,Email client,Équipe produit,Canada,Export reporting,Activation,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,très déçu
SAAS-000084,2025-12-15,Chat produit,Startup,France,Module onboarding,Activation,2,negative,Onboarding / Usage,manque d’accompagnement,manque d’accompagnement,Faible,risque de non-adoption et churn précoce,False,ça devient pénible
SAAS-000085,2026-01-27,Chat produit,Équipe support,France,Dashboard analytics,Renouvellement,2,negative,Onboarding / Usage,première valeur trop tardive,première valeur trop tardive,Faible,risque de non-adoption et churn précoce,False,"L’onboarding est trop long. Notre équipe n’a pas compris quelles étapes étaient indispensables. Le cas concerne le segment équipe support, sur le parcours renouvellement, avec un impact direct sur dashboard analytics."
SAAS-000086,2025-06-06,Chat produit,Grand compte,Suisse,Export reporting,Usage quotidien,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Le service fonctionne, mais certaines étapes pourraient être mieux expliquées."
SAAS-000087,2025-07-21,Ticket support,Équipe support,France,Module onboarding,Support,2,negative,Support client,absence de délai,absence de délai,Modérée,risque contractuel et insatisfaction compte clé,False,Nous avons reçu une réponse générique alors que le ticket contenait des captures et des logs détaillés. Cela a créé une perte de confiance.
SAAS-000088,2025-05-17,Ticket support,Startup,France,Module onboarding,Renouvellement,1,negative,Communication,documentation confuse,documentation confuse,Modérée,manque de prévisibilité pour les clients B2B,True,support impossible
SAAS-000089,2025-05-02,Chat produit,Startup,Belgique,Module onboarding,Renouvellement,3,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Faible,perte de confiance dans la donnée produit,False,"L’API retourne parfois des erreurs sans message clair. Le cas concerne le segment startup, sur le parcours renouvellement, avec un impact direct sur module onboarding."
SAAS-000090,2025-01-13,Email client,Startup,Suisse,Dashboard analytics,Configuration,5,positive,Expérience positive,service satisfaisant,aucun irritant majeur,Faible,satisfaction et confiance,False,"Le service a été rapide, clair et la personne en charge m’a donné une réponse utile."
SAAS-000091,2025-04-30,Email client,Équipe produit,Afrique francophone,Dashboard analytics,Configuration,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"Je n’ai pas rencontré de blocage majeur, mais la communication pourrait être améliorée."
SAAS-000092,2025-11-03,Email client,Startup,Belgique,Module onboarding,Configuration,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
SAAS-000093,2025-03-26,Ticket support,Équipe support,France,Gestion utilisateurs,Usage quotidien,3,negative,Communication,statut incident peu visible,statut incident peu visible,Faible,manque de prévisibilité pour les clients B2B,False,"La documentation ne montre pas clairement les impacts des nouveaux paramètres. Pour un profil équipe support, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000094,2025-05-10,Feedback onboarding,Startup,Afrique francophone,Module onboarding,Activation,2,negative,Produit / Qualité,export instable,export instable,Modérée,perte de confiance dans la donnée produit,True,"Un bug bloque l’export des données au moment où nous devons préparer notre reporting mensuel. Pour un profil startup, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000095,2025-02-02,Feedback onboarding,Équipe produit,Suisse,API,Activation,1,negative,Facturation / Pricing,coût utilisateur imprévisible,coût utilisateur imprévisible,Faible,frein au renouvellement et à l’expansion,False,Le renouvellement annuel arrive sans synthèse claire de l’usage réel. Cela peut pousser un client à ne pas revenir.
SAAS-000096,2025-06-24,Ticket support,PME,Afrique francophone,Gestion utilisateurs,Support,2,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,toujours rien reçu
SAAS-000097,2025-05-29,Ticket support,Grand compte,France,API,Renouvellement,1,negative,Produit / Qualité,export instable,export instable,Faible,perte de confiance dans la donnée produit,False,pas normal
SAAS-000098,2025-02-22,Email client,Grand compte,Afrique francophone,Gestion utilisateurs,Configuration,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,"L’expérience est correcte, mais il manque un suivi plus visible."
SAAS-000099,2025-10-29,Ticket support,Grand compte,Canada,API,Renouvellement,2,negative,Onboarding / Usage,activation trop longue,activation trop longue,Faible,risque de non-adoption et churn précoce,False,bof
SAAS-000100,2025-08-19,Enquête NPS,Équipe produit,Canada,Gestion utilisateurs,Usage quotidien,3,neutral,Communication,amélioration souhaitée,manque de clarté partiel,Faible,friction légère,False,pas bloqué mais pas fluide non plus
SAAS-000101,2025-06-15,Enquête NPS,Startup,France,Export reporting,Configuration,3,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Faible,perte de confiance dans la donnée produit,False,Certaines métriques changent sans explication entre deux connexions. Cette situation est remontée depuis France et touche surtout le parcours configuration.
SAAS-000102,2025-06-12,Ticket support,Équipe support,France,Dashboard analytics,Activation,2,negative,Onboarding / Usage,manque d’accompagnement,manque d’accompagnement,Faible,risque de non-adoption et churn précoce,False,jattend toujours
SAAS-000103,2025-05-27,Feedback onboarding,Grand compte,Belgique,Dashboard analytics,Activation,2,negative,Produit / Qualité,métriques incohérentes,métriques incohérentes,Faible,perte de confiance dans la donnée produit,False,L’API retourne parfois des erreurs sans message clair. Cela m’a obligé à relancer plusieurs fois.
SAAS-000104,2025-06-26,Chat produit,PME,Canada,Dashboard analytics,Renouvellement,1,negative,Communication,documentation confuse,documentation confuse,Faible,manque de prévisibilité pour les clients B2B,False,"Lorsqu’un incident est en cours, le statut n’est pas assez visible. Pour un profil pme, ce niveau de friction réduit fortement la confiance dans le service."
SAAS-000105,2025-05-14,Email client,Grand compte,France,Gestion utilisateurs,Renouvellement,1,negative,Support client,absence de délai,absence de délai,Élevée,risque contractuel et insatisfaction compte clé,True,"Le support répond trop tard pour un incident bloquant en production. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
SAAS-000106,2025-03-22,Email client,Équipe produit,Belgique,API,Configuration,3,negative,Communication,release note absente,release note absente,Faible,manque de prévisibilité pour les clients B2B,False,"Les changements de fonctionnalités ne sont pas suffisamment annoncés. Le problème n’est pas isolé : il génère des relances, de l’incertitude et une perception de manque de maîtrise."
